['2021', '05', '16', '16', '37', '52']#T18.4L56.0
['2021', '06', '20', '06', '46', '29']#T24.7L55.0
['2021', '06', '20', '06', '56', '29']#T24.7L55.0
['2021', '06', '20', '07', '06', '29']#T24.9L55.0
['2021', '06', '20', '07', '16', '29']#T24.9L55.0
['2021', '06', '20', '07', '26', '29']#T25.3L55.0
['2021', '06', '20', '07', '36', '29']#T25.3L55.0
['2021', '06', '20', '07', '46', '29']#T25.9L54.0
['2021', '06', '20', '07', '56', '29']#T25.9L54.0
['2021', '06', '20', '08', '06', '29']#T26.4L55.0
['2021', '06', '20', '08', '16', '29']#T26.4L55.0
['2021', '06', '20', '08', '26', '29']#T26.7L54.0
['2021', '06', '20', '08', '36', '29']#T26.7L54.0
['2021', '06', '20', '08', '46', '29']#T27.1L53.0
['2021', '06', '20', '08', '56', '29']#T27.1L53.0
['2021', '06', '20', '09', '06', '29']#T27.5L53.0
['2021', '06', '20', '09', '16', '29']#T27.5L53.0
['2021', '06', '20', '09', '26', '30']#T27.8L53.0
['2021', '06', '20', '09', '36', '30']#T27.8L53.0
['2021', '06', '20', '09', '46', '30']#T28.1L53.0
['2021', '06', '20', '09', '56', '30']#T28.1L53.0
['2021', '06', '20', '10', '06', '30']#T29.0L54.0
['2021', '06', '20', '10', '16', '30']#T29.0L54.0
['2021', '06', '20', '10', '26', '30']#T29.0L53.0
['2021', '06', '20', '10', '36', '30']#T29.0L53.0
['2021', '06', '20', '10', '46', '30']#T29.6L51.0
['2021', '06', '20', '10', '56', '30']#T29.6L51.0
['2021', '06', '20', '11', '06', '30']#T30.1L49.0
['2021', '06', '20', '11', '16', '30']#T30.1L49.0
['2021', '06', '20', '11', '26', '30']#T30.4L46.0
['2021', '06', '20', '11', '36', '30']#T30.4L46.0
['2021', '06', '20', '11', '46', '30']#T30.4L45.0
['2021', '06', '20', '11', '56', '30']#T30.4L45.0
['2021', '06', '20', '12', '06', '30']#T30.9L44.0
['2021', '06', '20', '12', '16', '30']#T30.9L44.0
['2021', '06', '20', '12', '26', '30']#T31.3L46.0
['2021', '06', '20', '12', '36', '30']#T31.3L46.0
['2021', '06', '20', '12', '46', '30']#T32.0L44.0
['2021', '06', '20', '12', '56', '30']#T32.0L44.0
['2021', '06', '20', '13', '06', '30']#T32.3L43.0
['2021', '06', '20', '13', '16', '30']#T32.3L43.0
['2021', '06', '20', '13', '26', '30']#T32.8L41.0
['2021', '06', '20', '13', '36', '30']#T32.8L41.0
['2021', '06', '20', '13', '46', '30']#T33.3L41.0
['2021', '06', '20', '13', '56', '30']#T33.3L41.0
['2021', '06', '20', '14', '06', '31']#T33.4L40.0
['2021', '06', '20', '14', '16', '31']#T33.4L40.0
['2021', '06', '20', '14', '26', '31']#T33.8L39.0
['2021', '06', '20', '14', '36', '31']#T33.8L39.0
['2021', '06', '20', '14', '46', '31']#T33.2L41.0
['2021', '06', '20', '14', '56', '31']#T33.2L41.0
['2021', '06', '20', '15', '06', '31']#T34.0L40.0
['2021', '06', '20', '15', '16', '31']#T34.0L40.0
['2021', '06', '20', '15', '26', '31']#T34.0L39.0
['2021', '06', '20', '15', '36', '31']#T34.0L39.0
['2021', '06', '20', '15', '46', '31']#T33.8L40.0
['2021', '06', '20', '15', '56', '31']#T33.8L40.0
['2021', '06', '20', '16', '06', '31']#T33.3L43.0
['2021', '06', '20', '16', '16', '31']#T33.3L43.0
['2021', '06', '20', '16', '26', '31']#T32.4L44.0
['2021', '06', '20', '16', '36', '31']#T32.4L44.0
['2021', '06', '20', '16', '46', '31']#T32.0L45.0
['2021', '06', '20', '16', '56', '31']#T32.0L45.0
['2021', '06', '20', '17', '06', '31']#T32.0L44.0
['2021', '06', '20', '17', '16', '31']#T32.0L44.0
['2021', '06', '20', '17', '26', '31']#T32.3L44.0
['2021', '06', '20', '17', '36', '31']#T32.3L44.0
['2021', '06', '20', '17', '46', '31']#T32.0L45.0
['2021', '06', '20', '17', '56', '31']#T32.0L45.0
['2021', '06', '20', '18', '06', '32']#T31.7L47.0
['2021', '06', '20', '18', '16', '32']#T31.7L47.0
['2021', '06', '20', '18', '26', '32']#T31.3L48.0
['2021', '06', '20', '18', '36', '32']#T31.3L48.0
['2021', '06', '20', '18', '46', '32']#T30.6L51.0
['2021', '06', '20', '18', '56', '32']#T30.6L51.0
['2021', '06', '20', '19', '06', '32']#T29.9L51.0
['2021', '06', '20', '19', '16', '32']#T29.9L51.0
['2021', '06', '20', '19', '26', '32']#T29.6L51.0
['2021', '06', '20', '19', '36', '32']#T29.6L51.0
['2021', '06', '20', '19', '46', '32']#T29.4L52.0
['2021', '06', '20', '19', '56', '32']#T29.4L52.0
['2021', '06', '20', '20', '06', '32']#T29.0L53.0
['2021', '06', '20', '20', '16', '32']#T29.0L53.0
['2021', '06', '20', '20', '26', '32']#T28.7L51.0
['2021', '06', '20', '20', '36', '32']#T28.7L51.0
['2021', '06', '20', '20', '46', '32']#T28.3L50.0
['2021', '06', '20', '20', '56', '32']#T28.3L50.0
['2021', '06', '20', '21', '06', '32']#T27.9L50.0
['2021', '06', '20', '21', '16', '32']#T27.9L50.0
['2021', '06', '20', '21', '26', '32']#T27.2L53.0
['2021', '06', '20', '21', '36', '32']#T27.2L53.0
['2021', '06', '20', '21', '46', '32']#T26.1L56.0
['2021', '06', '20', '21', '56', '32']#T26.1L56.0
['2021', '06', '20', '22', '06', '32']#T25.5L57.0
['2021', '06', '20', '22', '16', '32']#T25.5L57.0
['2021', '06', '20', '22', '26', '33']#T25.0L58.0
['2021', '06', '20', '22', '36', '33']#T25.0L58.0
['2021', '06', '20', '22', '46', '33']#T24.8L59.0
['2021', '06', '20', '22', '56', '33']#T24.8L59.0
['2021', '06', '20', '23', '06', '33']#T24.3L61.0
['2021', '06', '20', '23', '16', '33']#T24.3L61.0
['2021', '06', '20', '23', '26', '33']#T24.2L62.0
['2021', '06', '20', '23', '36', '33']#T24.2L62.0
['2021', '06', '20', '23', '46', '33']#T23.8L64.0
['2021', '06', '20', '23', '56', '33']#T23.8L64.0
['2021', '06', '21', '00', '06', '33']#T23.5L65.0
['2021', '06', '21', '00', '16', '33']#T23.5L65.0
['2021', '06', '21', '00', '26', '33']#T23.3L66.0
['2021', '06', '21', '00', '36', '33']#T23.3L66.0
['2021', '06', '21', '00', '46', '33']#T22.9L67.0
['2021', '06', '21', '00', '56', '33']#T22.9L67.0
['2021', '06', '21', '01', '06', '33']#T22.8L68.0
['2021', '06', '21', '01', '16', '33']#T22.8L68.0
['2021', '06', '21', '01', '26', '33']#T22.5L69.0
['2021', '06', '21', '01', '36', '33']#T22.5L69.0
['2021', '06', '21', '01', '46', '33']#T22.4L70.0
['2021', '06', '21', '01', '56', '33']#T22.4L70.0
['2021', '06', '21', '02', '06', '33']#T22.7L70.0
['2021', '06', '21', '02', '16', '33']#T22.7L70.0
['2021', '06', '21', '02', '26', '33']#T22.6L70.0
['2021', '06', '21', '02', '36', '33']#T22.6L70.0
['2021', '06', '21', '02', '46', '34']#T22.7L69.0
['2021', '06', '21', '02', '56', '34']#T22.7L69.0
['2021', '06', '21', '03', '06', '34']#T22.7L69.0
['2021', '06', '21', '03', '16', '34']#T22.7L69.0
['2021', '06', '21', '03', '26', '34']#T23.7L67.0
['2021', '06', '21', '03', '36', '34']#T23.7L67.0
['2021', '06', '21', '03', '46', '34']#T24.3L65.0
['2021', '06', '21', '03', '56', '34']#T24.3L65.0
['2021', '06', '21', '04', '06', '34']#T24.8L63.0
['2021', '06', '21', '04', '16', '34']#T24.8L63.0
['2021', '06', '21', '04', '26', '34']#T24.9L62.0
['2021', '06', '21', '04', '36', '34']#T24.9L62.0
['2021', '06', '21', '04', '46', '34']#T25.0L62.0
['2021', '06', '21', '04', '56', '34']#T25.0L62.0
['2021', '06', '21', '05', '06', '34']#T24.6L63.0
['2021', '06', '21', '05', '16', '34']#T24.6L63.0
['2021', '06', '21', '05', '26', '34']#T24.1L65.0
['2021', '06', '21', '05', '36', '34']#T24.1L65.0
['2021', '06', '21', '05', '46', '34']#T23.8L66.0
['2021', '06', '21', '05', '56', '34']#T23.8L66.0
['2021', '06', '21', '06', '06', '34']#T23.7L67.0
['2021', '06', '21', '06', '16', '34']#T23.7L67.0
['2021', '06', '21', '06', '26', '34']#T23.5L68.0
['2021', '06', '21', '06', '36', '34']#T23.5L68.0
['2021', '06', '21', '06', '46', '34']#T23.6L69.0
['2021', '06', '21', '06', '56', '34']#T23.6L69.0
['2021', '06', '21', '07', '06', '34']#T23.7L69.0
['2021', '06', '21', '07', '16', '34']#T23.7L69.0
['2021', '06', '21', '07', '26', '35']#T23.8L69.0
['2021', '06', '21', '07', '36', '35']#T23.8L69.0
['2021', '06', '21', '07', '46', '35']#T24.3L68.0
['2021', '06', '21', '07', '56', '35']#T24.3L68.0
['2021', '06', '21', '08', '06', '35']#T24.6L67.0
['2021', '06', '21', '08', '16', '35']#T24.6L67.0
['2021', '06', '21', '08', '26', '35']#T25.0L67.0
['2021', '06', '21', '08', '36', '35']#T25.0L67.0
['2021', '06', '21', '08', '46', '35']#T25.6L66.0
['2021', '06', '21', '08', '56', '35']#T25.6L66.0
['2021', '06', '21', '09', '06', '35']#T26.4L65.0
['2021', '06', '21', '09', '16', '35']#T26.4L65.0
['2021', '06', '21', '09', '26', '35']#T26.8L64.0
['2021', '06', '21', '09', '36', '35']#T26.8L64.0
['2021', '06', '21', '09', '46', '35']#T27.1L63.0
['2021', '06', '21', '09', '56', '35']#T27.1L63.0
['2021', '06', '21', '10', '06', '35']#T27.6L62.0
['2021', '06', '21', '10', '16', '35']#T27.6L62.0
['2021', '06', '21', '10', '26', '35']#T27.6L60.0
['2021', '06', '21', '10', '36', '35']#T27.6L60.0
['2021', '06', '21', '10', '46', '35']#T27.4L60.0
['2021', '06', '21', '10', '56', '35']#T27.4L60.0
['2021', '06', '21', '11', '06', '35']#T28.1L60.0
['2021', '06', '21', '11', '16', '35']#T28.1L60.0
['2021', '06', '21', '11', '26', '36']#T27.8L58.0
['2021', '06', '21', '11', '36', '35']#T27.8L58.0
['2021', '06', '21', '11', '46', '36']#T28.0L56.0
['2021', '06', '21', '11', '56', '36']#T28.0L56.0
['2021', '06', '21', '12', '06', '36']#T28.4L55.0
['2021', '06', '21', '12', '16', '36']#T28.4L55.0
['2021', '06', '21', '12', '26', '36']#T28.4L55.0
['2021', '06', '21', '12', '36', '36']#T28.4L55.0
['2021', '06', '21', '12', '46', '36']#T28.0L56.0
['2021', '06', '21', '12', '56', '36']#T28.0L56.0
['2021', '06', '21', '13', '06', '36']#T28.5L54.0
['2021', '06', '21', '13', '16', '36']#T28.5L54.0
['2021', '06', '21', '13', '26', '36']#T29.1L53.0
['2021', '06', '21', '13', '36', '36']#T29.1L53.0
['2021', '06', '21', '13', '46', '36']#T29.6L53.0
['2021', '06', '21', '13', '56', '36']#T29.6L53.0
['2021', '06', '21', '14', '06', '36']#T29.8L50.0
['2021', '06', '21', '14', '16', '36']#T29.8L50.0
['2021', '06', '21', '14', '26', '36']#T30.2L48.0
['2021', '06', '21', '14', '36', '36']#T30.2L48.0
['2021', '06', '21', '14', '46', '36']#T30.5L46.0
['2021', '06', '21', '14', '56', '36']#T30.5L46.0
['2021', '06', '21', '15', '06', '36']#T30.8L45.0
['2021', '06', '21', '15', '16', '36']#T30.8L45.0
['2021', '06', '21', '15', '26', '36']#T31.4L44.0
['2021', '06', '21', '15', '36', '36']#T31.4L44.0
['2021', '06', '21', '15', '46', '36']#T31.1L44.0
['2021', '06', '21', '15', '56', '36']#T31.1L44.0
['2021', '06', '21', '16', '06', '37']#T30.1L46.0
['2021', '06', '21', '16', '16', '37']#T30.1L46.0
['2021', '06', '21', '16', '26', '37']#T30.8L44.0
['2021', '06', '21', '16', '36', '37']#T30.8L44.0
['2021', '06', '21', '16', '46', '37']#T30.5L45.0
['2021', '06', '21', '16', '56', '37']#T30.5L45.0
['2021', '06', '21', '17', '06', '37']#T29.9L44.0
['2021', '06', '21', '17', '16', '37']#T29.9L44.0
['2021', '06', '21', '17', '26', '37']#T30.3L44.0
['2021', '06', '21', '17', '36', '37']#T30.3L44.0
['2021', '06', '21', '17', '46', '37']#T29.5L44.0
['2021', '06', '21', '17', '56', '37']#T29.5L44.0
['2021', '06', '21', '18', '06', '37']#T29.8L43.0
['2021', '06', '21', '18', '16', '37']#T29.8L43.0
['2021', '06', '21', '18', '26', '37']#T29.9L44.0
['2021', '06', '21', '18', '36', '37']#T29.9L44.0
['2021', '06', '21', '18', '46', '37']#T29.4L45.0
['2021', '06', '21', '18', '56', '37']#T29.4L45.0
['2021', '06', '21', '19', '06', '37']#T29.1L47.0
['2021', '06', '21', '19', '16', '37']#T29.1L47.0
['2021', '06', '21', '19', '26', '37']#T29.1L47.0
['2021', '06', '21', '19', '36', '37']#T29.1L47.0
['2021', '06', '21', '19', '46', '37']#T28.8L46.0
['2021', '06', '21', '19', '56', '37']#T28.8L46.0
['2021', '06', '21', '20', '06', '38']#T28.6L46.0
['2021', '06', '21', '20', '16', '38']#T28.6L46.0
['2021', '06', '21', '20', '26', '38']#T28.2L46.0
['2021', '06', '21', '20', '36', '38']#T28.2L46.0
['2021', '06', '21', '20', '46', '38']#T27.9L47.0
['2021', '06', '21', '20', '56', '38']#T27.9L47.0
['2021', '06', '21', '21', '06', '38']#T27.3L47.0
['2021', '06', '21', '21', '16', '38']#T27.3L47.0
['2021', '06', '21', '21', '26', '38']#T26.5L49.0
['2021', '06', '21', '21', '36', '38']#T26.5L49.0
['2021', '06', '21', '21', '46', '38']#T25.9L50.0
['2021', '06', '21', '21', '56', '38']#T25.9L50.0
['2021', '06', '21', '22', '06', '38']#T25.5L51.0
['2021', '06', '21', '22', '16', '38']#T25.5L51.0
['2021', '06', '21', '22', '26', '38']#T24.9L52.0
['2021', '06', '21', '22', '36', '38']#T24.9L52.0
['2021', '06', '21', '22', '46', '38']#T23.9L57.0
['2021', '06', '21', '22', '56', '38']#T23.9L57.0
['2021', '06', '21', '23', '06', '38']#T23.3L59.0
['2021', '06', '21', '23', '16', '38']#T23.3L59.0
['2021', '06', '21', '23', '26', '38']#T23.3L59.0
['2021', '06', '21', '23', '36', '38']#T23.3L59.0
['2021', '06', '21', '23', '46', '38']#T22.9L61.0
['2021', '06', '21', '23', '56', '38']#T22.9L61.0
['2021', '06', '22', '00', '06', '38']#T23.2L61.0
['2021', '06', '22', '00', '16', '38']#T23.2L61.0
['2021', '06', '22', '00', '26', '38']#T23.3L61.0
['2021', '06', '22', '00', '36', '38']#T23.3L61.0
['2021', '06', '22', '00', '46', '39']#T23.1L62.0
['2021', '06', '22', '00', '56', '39']#T23.1L62.0
['2021', '06', '22', '01', '06', '39']#T23.1L62.0
['2021', '06', '22', '01', '16', '39']#T23.1L62.0
['2021', '06', '22', '01', '26', '39']#T23.1L62.0
['2021', '06', '22', '01', '36', '39']#T23.1L62.0
['2021', '06', '22', '01', '46', '39']#T22.8L63.0
['2021', '06', '22', '01', '56', '39']#T22.8L63.0
['2021', '06', '22', '02', '06', '39']#T22.1L65.0
['2021', '06', '22', '02', '16', '39']#T22.1L65.0
['2021', '06', '22', '02', '26', '39']#T22.0L65.0
['2021', '06', '22', '02', '36', '39']#T22.0L65.0
['2021', '06', '22', '02', '46', '39']#T21.8L65.0
['2021', '06', '22', '02', '56', '39']#T21.8L65.0
['2021', '06', '22', '03', '06', '39']#T21.8L64.0
['2021', '06', '22', '03', '16', '39']#T21.8L64.0
['2021', '06', '22', '03', '26', '39']#T21.8L65.0
['2021', '06', '22', '03', '36', '39']#T21.8L65.0
['2021', '06', '22', '03', '46', '39']#T21.6L67.0
['2021', '06', '22', '03', '56', '39']#T21.6L67.0
['2021', '06', '22', '04', '06', '39']#T21.0L69.0
['2021', '06', '22', '04', '16', '39']#T21.0L69.0
['2021', '06', '22', '04', '26', '39']#T20.7L71.0
['2021', '06', '22', '04', '36', '39']#T20.7L71.0
['2021', '06', '22', '04', '46', '39']#T20.8L71.0
['2021', '06', '22', '04', '56', '39']#T20.8L71.0
['2021', '06', '22', '05', '06', '40']#T20.4L73.0
['2021', '06', '22', '05', '16', '40']#T20.4L73.0
['2021', '06', '22', '05', '26', '40']#T20.1L74.0
['2021', '06', '22', '05', '36', '40']#T20.1L74.0
['2021', '06', '22', '05', '46', '40']#T19.8L75.0
['2021', '06', '22', '05', '56', '40']#T19.8L75.0
['2021', '06', '22', '06', '06', '40']#T19.6L76.0
['2021', '06', '22', '06', '16', '40']#T19.6L76.0
['2021', '06', '22', '06', '26', '40']#T19.2L77.0
['2021', '06', '22', '06', '36', '40']#T19.2L77.0
['2021', '06', '22', '06', '46', '40']#T18.9L78.0
['2021', '06', '22', '06', '56', '40']#T18.9L78.0
['2021', '06', '22', '07', '06', '40']#T18.7L79.0
['2021', '06', '22', '07', '16', '40']#T18.7L79.0
['2021', '06', '22', '07', '26', '40']#T18.5L80.0
['2021', '06', '22', '07', '36', '40']#T18.5L80.0
['2021', '06', '22', '07', '46', '40']#T18.4L80.0
['2021', '06', '22', '07', '56', '40']#T18.4L80.0
['2021', '06', '22', '08', '06', '40']#T17.9L80.0
['2021', '06', '22', '08', '16', '40']#T17.9L80.0
['2021', '06', '22', '08', '26', '40']#T17.5L84.00001
['2021', '06', '22', '08', '36', '40']#T17.5L84.00001
['2021', '06', '22', '08', '46', '40']#T17.7L83.0
['2021', '06', '22', '08', '56', '40']#T17.7L83.0
['2021', '06', '22', '09', '06', '40']#T17.5L84.00001
['2021', '06', '22', '09', '16', '40']#T17.5L84.00001
['2021', '06', '22', '09', '26', '41']#T17.7L84.00001
['2021', '06', '22', '09', '36', '41']#T17.7L84.00001
['2021', '06', '22', '09', '46', '41']#T17.9L84.00001
['2021', '06', '22', '09', '56', '41']#T17.9L84.00001
['2021', '06', '22', '10', '06', '41']#T18.0L85.0
['2021', '06', '22', '10', '16', '41']#T18.0L85.0
['2021', '06', '22', '10', '26', '41']#T17.8L85.0
['2021', '06', '22', '10', '36', '41']#T17.8L85.0
['2021', '06', '22', '10', '46', '41']#T17.7L86.0
['2021', '06', '22', '10', '56', '41']#T17.7L86.0
['2021', '06', '22', '11', '06', '41']#T17.6L87.0
['2021', '06', '22', '11', '16', '41']#T17.6L87.0
['2021', '06', '22', '11', '26', '41']#T17.9L87.0
['2021', '06', '22', '11', '36', '41']#T17.9L87.0
['2021', '06', '22', '11', '46', '41']#T17.8L87.0
['2021', '06', '22', '11', '56', '41']#T17.8L87.0
['2021', '06', '22', '12', '06', '41']#T18.2L88.0
['2021', '06', '22', '12', '16', '41']#T18.2L88.0
['2021', '06', '22', '12', '26', '41']#T17.9L87.0
['2021', '06', '22', '12', '36', '41']#T17.9L87.0
['2021', '06', '22', '12', '46', '41']#T17.8L88.0
['2021', '06', '22', '12', '56', '41']#T17.8L88.0
['2021', '06', '22', '13', '06', '41']#T17.7L88.0
['2021', '06', '22', '13', '16', '41']#T17.7L88.0
['2021', '06', '22', '13', '26', '41']#T17.8L89.00001
['2021', '06', '22', '13', '36', '41']#T17.8L89.00001
['2021', '06', '22', '13', '46', '41']#T18.1L90.0
['2021', '06', '22', '13', '56', '41']#T18.1L90.0
['2021', '06', '22', '14', '06', '42']#T18.0L90.0
['2021', '06', '22', '14', '16', '42']#T18.0L90.0
['2021', '06', '22', '14', '26', '42']#T18.0L90.0
['2021', '06', '22', '14', '36', '42']#T18.0L90.0
['2021', '06', '22', '14', '46', '42']#T17.9L89.00001
['2021', '06', '22', '14', '56', '42']#T17.9L89.00001
['2021', '06', '22', '15', '06', '42']#T18.0L90.0
['2021', '06', '22', '15', '16', '42']#T18.0L90.0
['2021', '06', '22', '15', '26', '42']#T18.3L90.0
['2021', '06', '22', '15', '36', '42']#T18.3L90.0
['2021', '06', '22', '15', '46', '42']#T18.1L90.0
['2021', '06', '22', '15', '56', '42']#T18.1L90.0
['2021', '06', '22', '16', '06', '42']#T18.1L90.0
['2021', '06', '22', '16', '16', '42']#T18.1L90.0
['2021', '06', '22', '16', '26', '42']#T18.1L90.0
['2021', '06', '22', '16', '36', '42']#T18.1L90.0
['2021', '06', '22', '16', '46', '42']#T18.0L91.0
['2021', '06', '22', '16', '56', '42']#T18.0L91.0
['2021', '06', '22', '17', '06', '42']#T18.0L91.0
['2021', '06', '22', '17', '16', '42']#T18.0L91.0
['2021', '06', '22', '17', '26', '42']#T18.3L91.0
['2021', '06', '22', '17', '36', '42']#T18.3L91.0
['2021', '06', '22', '17', '46', '42']#T18.1L91.0
['2021', '06', '22', '17', '56', '42']#T18.1L91.0
['2021', '06', '22', '18', '06', '42']#T18.3L91.0
['2021', '06', '22', '18', '16', '42']#T18.3L91.0
['2021', '06', '22', '18', '26', '43']#T18.4L91.0
['2021', '06', '22', '18', '36', '43']#T18.4L91.0
['2021', '06', '22', '18', '46', '43']#T18.4L90.0
['2021', '06', '22', '18', '56', '43']#T18.4L90.0
['2021', '06', '22', '19', '06', '43']#T18.4L90.0
['2021', '06', '22', '19', '16', '43']#T18.4L90.0
['2021', '06', '22', '19', '26', '43']#T18.4L90.0
['2021', '06', '22', '19', '36', '43']#T18.4L90.0
['2021', '06', '22', '19', '46', '43']#T18.5L90.0
['2021', '06', '22', '19', '56', '43']#T18.5L90.0
['2021', '06', '22', '20', '06', '43']#T18.5L90.0
['2021', '06', '22', '20', '16', '43']#T18.5L90.0
['2021', '06', '22', '20', '26', '43']#T18.6L90.0
['2021', '06', '22', '20', '36', '43']#T18.6L90.0
['2021', '06', '22', '20', '46', '43']#T18.5L90.0
['2021', '06', '22', '20', '56', '43']#T18.5L90.0
['2021', '06', '22', '21', '06', '43']#T18.3L90.0
['2021', '06', '22', '21', '16', '43']#T18.3L90.0
['2021', '06', '22', '21', '26', '43']#T18.3L90.0
['2021', '06', '22', '21', '36', '43']#T18.3L90.0
['2021', '06', '22', '21', '46', '43']#T18.3L91.0
['2021', '06', '22', '21', '56', '43']#T18.3L91.0
['2021', '06', '22', '22', '06', '43']#T18.0L91.0
['2021', '06', '22', '22', '16', '43']#T18.0L91.0
['2021', '06', '22', '22', '26', '43']#T18.0L91.0
['2021', '06', '22', '22', '36', '43']#T18.0L91.0
['2021', '06', '22', '22', '46', '43']#T17.9L90.0
['2021', '06', '22', '22', '56', '43']#T17.9L90.0
['2021', '06', '22', '23', '06', '44']#T17.8L91.0
['2021', '06', '22', '23', '16', '44']#T17.8L91.0
['2021', '06', '22', '23', '26', '44']#T18.0L91.0
['2021', '06', '22', '23', '36', '44']#T18.0L91.0
['2021', '06', '22', '23', '46', '44']#T18.0L91.0
['2021', '06', '22', '23', '56', '44']#T18.0L91.0
['2021', '06', '23', '00', '06', '44']#T18.0L91.0
['2021', '06', '23', '00', '16', '44']#T18.0L91.0
['2021', '06', '23', '00', '26', '44']#T18.0L91.0
['2021', '06', '23', '00', '36', '44']#T18.0L91.0
['2021', '06', '23', '00', '46', '44']#T18.0L92.0
['2021', '06', '23', '00', '56', '44']#T18.0L92.0
['2021', '06', '23', '01', '06', '44']#T18.0L92.0
['2021', '06', '23', '01', '16', '44']#T18.0L92.0
['2021', '06', '23', '01', '26', '44']#T18.0L92.0
['2021', '06', '23', '01', '36', '44']#T18.0L92.0
['2021', '06', '23', '01', '46', '44']#T18.1L92.0
['2021', '06', '23', '01', '56', '44']#T18.1L92.0
['2021', '06', '23', '02', '06', '44']#T18.0L92.0
['2021', '06', '23', '02', '16', '44']#T18.0L92.0
['2021', '06', '23', '02', '26', '44']#T18.1L92.0
['2021', '06', '23', '02', '36', '44']#T18.1L92.0
['2021', '06', '23', '02', '46', '44']#T18.1L92.0
['2021', '06', '23', '02', '56', '44']#T18.1L92.0
['2021', '06', '23', '03', '06', '44']#T18.1L92.0
['2021', '06', '23', '03', '16', '44']#T18.1L92.0
['2021', '06', '23', '03', '26', '45']#T18.1L92.0
['2021', '06', '23', '03', '36', '45']#T18.1L92.0
['2021', '06', '23', '03', '46', '45']#T18.1L92.0
['2021', '06', '23', '03', '56', '45']#T18.1L92.0
['2021', '06', '23', '04', '06', '45']#T18.3L92.0
['2021', '06', '23', '04', '16', '45']#T18.3L92.0
['2021', '06', '23', '04', '26', '45']#T18.1L93.0
['2021', '06', '23', '04', '36', '45']#T18.1L93.0
['2021', '06', '23', '04', '46', '45']#T18.2L93.0
['2021', '06', '23', '04', '56', '45']#T18.2L93.0
['2021', '06', '23', '05', '06', '45']#T18.1L93.0
['2021', '06', '23', '05', '16', '45']#T18.1L93.0
['2021', '06', '23', '05', '26', '45']#T18.1L93.0
['2021', '06', '23', '05', '36', '45']#T18.1L93.0
['2021', '06', '23', '05', '46', '45']#T18.1L93.0
['2021', '06', '23', '05', '56', '45']#T18.1L93.0
['2021', '06', '23', '06', '06', '45']#T18.1L93.0
['2021', '06', '23', '06', '16', '45']#T18.1L93.0
['2021', '06', '23', '06', '26', '45']#T18.1L93.0
['2021', '06', '23', '06', '36', '45']#T18.1L93.0
['2021', '06', '23', '06', '46', '45']#T18.1L93.0
['2021', '06', '23', '06', '56', '45']#T18.1L93.0
['2021', '06', '23', '07', '06', '45']#T18.3L93.0
['2021', '06', '23', '07', '16', '45']#T18.3L93.0
['2021', '06', '23', '07', '26', '45']#T18.4L93.0
['2021', '06', '23', '07', '36', '45']#T18.4L93.0
['2021', '06', '23', '07', '46', '45']#T18.4L93.0
['2021', '06', '23', '07', '56', '45']#T18.4L93.0
['2021', '06', '23', '08', '06', '46']#T18.4L93.0
['2021', '06', '23', '08', '16', '46']#T18.4L93.0
['2021', '06', '23', '08', '26', '46']#T18.5L92.0
['2021', '06', '23', '08', '36', '46']#T18.5L92.0
['2021', '06', '23', '08', '46', '46']#T18.5L92.0
['2021', '06', '23', '08', '56', '46']#T18.5L92.0
['2021', '06', '23', '09', '06', '46']#T18.6L92.0
['2021', '06', '23', '09', '16', '46']#T18.6L92.0
['2021', '06', '23', '09', '26', '46']#T18.8L91.0
['2021', '06', '23', '09', '36', '46']#T18.8L91.0
['2021', '06', '23', '09', '46', '46']#T19.0L91.0
['2021', '06', '23', '09', '56', '46']#T19.0L91.0
['2021', '06', '23', '10', '06', '46']#T19.1L89.00001
['2021', '06', '23', '10', '16', '46']#T19.1L89.00001
['2021', '06', '23', '10', '26', '46']#T19.2L88.0
['2021', '06', '23', '10', '36', '46']#T19.2L88.0
['2021', '06', '23', '10', '46', '46']#T19.4L88.0
['2021', '06', '23', '10', '56', '46']#T19.4L88.0
['2021', '06', '23', '11', '06', '46']#T19.4L87.0
['2021', '06', '23', '11', '16', '46']#T19.4L87.0
['2021', '06', '23', '11', '26', '46']#T19.3L86.0
['2021', '06', '23', '11', '36', '46']#T19.3L86.0
['2021', '06', '23', '11', '46', '46']#T19.4L86.0
['2021', '06', '23', '11', '56', '46']#T19.4L86.0
['2021', '06', '23', '12', '06', '46']#T19.4L85.0
['2021', '06', '23', '12', '16', '46']#T19.4L85.0
['2021', '06', '23', '12', '26', '47']#T19.3L83.0
['2021', '06', '23', '12', '36', '47']#T19.3L83.0
['2021', '06', '23', '12', '46', '47']#T19.4L83.0
['2021', '06', '23', '12', '56', '47']#T19.4L83.0
['2021', '06', '23', '13', '06', '47']#T19.4L83.0
['2021', '06', '23', '13', '16', '47']#T19.4L83.0
['2021', '06', '23', '13', '26', '47']#T19.5L83.0
['2021', '06', '23', '13', '36', '47']#T19.5L83.0
['2021', '06', '23', '13', '46', '47']#T19.4L82.0
['2021', '06', '23', '13', '56', '47']#T19.4L82.0
['2021', '06', '23', '14', '06', '47']#T19.4L83.0
['2021', '06', '23', '14', '16', '47']#T19.4L83.0
['2021', '06', '23', '14', '26', '47']#T19.4L83.0
['2021', '06', '23', '14', '36', '47']#T19.4L83.0
['2021', '06', '23', '14', '46', '47']#T19.5L83.0
